id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45950118,The Best of Bjørvika / Dronning Eufemias gate,372511290,Azkara,,Gamle Oslo,59.90764861198165,10.761438769331674,Entire home/apt,1399,2,20,2024-06-23,6.12,1,165,20,
45950464,Studio apartment 5 min subway to city center,9123976,Leon,,Gamle Oslo,59.91827,10.79744,Entire home/apt,,1,4,2024-06-17,0.15,2,0,3,
45953608,"125 kvm, 3 bedrooms, 6 beds, 2 bathrooms in Oslo",359381900,Fredrik,,Frogner,59.91252,10.71468,Entire home/apt,3900,2,28,2024-06-07,0.79,1,100,5,
46037138,Cozy apartment with amazing view and location,28009074,Guro,,Gamle Oslo,59.90176,10.78614,Entire home/apt,2000,4,15,2023-08-13,0.42,1,82,2,
46046630,Moderne loftleilighet på Grünerløkka med balkong,35496872,Espen,,Grünerløkka,59.92487,10.76496,Entire home/apt,1400,2,33,2024-06-07,0.78,1,49,16,
46057939,New and fully equipped apartment in Oslo,177548764,Malin,,Ullern,59.92865,10.64003,Entire home/apt,764,4,91,2024-06-07,2.05,1,286,13,
46069282,Bjørndal,79423808,Mubbashar,,Søndre Nordstrand,59.82812,10.83669,Entire home/apt,3000,5,0,,,1,270,0,
46105343,Lekker nyere studio innenfor trikkelinjene,74134118,Andreas Bertin,,Nordstrand,59.85559,10.79663,Entire home/apt,800,3,0,,,2,31,0,
46119454,Luxury Seafront Apartment with spectacular view,373765336,Egil,,Gamle Oslo,59.902737,10.753382,Entire home/apt,4714,5,46,2024-05-25,1.09,1,320,16,
46188761,Flat in Torshov,56060254,Robert,,Sagene,59.93651,10.76746,Entire home/apt,,1,0,,,1,0,0,
46216720,Apartment in Hoffsveien,5237028,Amalie,,Ullern,59.93126648893257,10.676227672199987,Entire home/apt,971,3,0,,,1,90,0,
46217538,Nyoppusset Osloperle på løkka,365765543,Karoline,,Grünerløkka,59.92604,10.75656,Entire home/apt,1157,2,8,2024-06-10,0.25,1,117,2,
46259098,2 bedroom apartment at Tjuvholmen,10437943,Marcus,,Frogner,59.90762,10.72275,Entire home/apt,4800,1,160,2024-06-14,3.88,2,326,40,
46278333,Private Bedroom Downtown Oslo,190655716,Abu,,Gamle Oslo,59.91773,10.76384,Private room,700,2,8,2024-06-13,0.43,1,26,5,
46416812,Sentralt og hyggelig!,29805189,Torunn,,Grünerløkka,59.92385,10.77458,Private room,,5,1,2020-12-16,0.02,2,0,0,
46441157,Idylic apartment in Old Oslo,168289271,Emil,,Gamle Oslo,59.91869,10.80094,Entire home/apt,1157,2,1,2021-01-13,0.02,1,14,0,
46478251,Central apartment roof terrace/ close to the river,103226898,Shayan,,Grünerløkka,59.9164,10.76009,Entire home/apt,2000,1,135,2024-06-15,3.11,1,154,46,
46507346,Stor og sentral leilighet på Torshov,357190687,Hannah,,Sagene,59.93271,10.76217,Entire home/apt,,3,10,2023-08-06,0.23,1,6,1,
46573083,Charming villa with garden in central Oslo,29140895,Camilla,,St. Hanshaugen,59.92921,10.74207,Entire home/apt,5000,3,14,2023-08-10,0.39,1,88,2,
46576324,Sentralt og hyggelig rom,29805189,Torunn,,Grünerløkka,59.92199,10.7728,Private room,,5,11,2024-06-13,0.26,2,0,8,
46633608,"Nice cosy apartment, 13min away from Oslo center",135615917,L.V.,,Sagene,59.93553,10.7809,Entire home/apt,929,7,13,2024-05-05,0.31,1,82,5,
46703951,Strøken studio leilighet på Frogner,356556930,Frederic,,Frogner,59.91805,10.70316,Entire home/apt,50000,3,0,,,1,90,0,
46792979,Koselig og sentral leilighet på Nedre Grunerløkka,68468392,Karina,,Gamle Oslo,59.91695,10.76302,Entire home/apt,1100,6,54,2023-10-15,1.27,1,182,10,
46817454,Innbydende og sentral leilighet,307185160,Eirik,,Frogner,59.92394,10.72857,Entire home/apt,2000,1,0,,,1,259,0,
46828906,Clean and modern 1-bedroom apartment,14782506,Helle,,Grünerløkka,59.9319,10.76495,Entire home/apt,800,4,9,2023-09-08,0.24,1,86,2,
46838164,Modern Apartment In Oslo,378394953,Abrar,,Østensjø,59.8678435,10.8396084,Entire home/apt,,3,1,2024-02-18,0.22,1,0,1,
46873477,Newly renovated first floor apartment with garden,34581064,Mark,,Frogner,59.92667,10.71166,Entire home/apt,1150,3,5,2024-06-27,0.46,1,343,5,
46942660,Luxury Living 3BR in CityCenter w/Waterfront View,340903048,Rune,,Frogner,59.90867,10.72311,Entire home/apt,3500,2,136,2024-06-20,3.19,1,241,26,
46984327,Spacious and charming apt 120 m2 ideal location,379841914,Kathrine,,Frogner,59.91888,10.71794,Entire home/apt,2800,2,37,2024-03-05,0.87,1,160,5,
46996486,"Ensjø: 1 min from the Metro, 8 min from the city",208474065,Nassima,,Gamle Oslo,59.91394,10.78722,Entire home/apt,1197,2,1,2021-01-01,0.02,1,49,0,
47000943,Sentral 2-roms med sydvestvendt balkong på 11 kvm,83260945,Isabella,,Grünerløkka,59.92898,10.7753,Entire home/apt,1500,6,7,2024-03-15,0.16,1,62,5,
47022149,Urban Apartments St Hanshaugen Studio 206,233933220,Urban,,St. Hanshaugen,59.91943,10.74335,Entire home/apt,563,3,92,2024-06-07,2.24,94,300,29,
47022934,Urban Apartments St Hanshaugen Studio 207,233933220,Urban,,St. Hanshaugen,59.92046,10.74317,Entire home/apt,613,3,50,2024-05-27,1.25,94,301,20,
47023204,Urban Apartments St Hanshaugen Studio 208,233933220,Urban,,St. Hanshaugen,59.91857,10.74327,Entire home/apt,613,3,67,2024-05-22,1.84,94,304,23,
47051629,Bo rolig ved Frognerparken og Vestkanttorvet,376061828,Ida,,Frogner,59.92588,10.71027,Private room,890,1,140,2024-06-13,3.31,1,359,40,
47266931,Cozy studio in traditional Oslo-neighbourhood,9023539,Linn,,Nordre Aker,59.96578,10.78081,Entire home/apt,1286,3,2,2024-05-29,0.06,1,259,1,
47280305,Beautiful penthouse with 2 terrasses,903440,Clement,,St. Hanshaugen,59.93256759643555,10.732516288757324,Entire home/apt,,4,1,2023-04-13,0.07,1,0,0,
47303406,Grünerløkka: Big private room in Oslo City Center,89187326,Stian,,Grünerløkka,59.92179,10.7653,Private room,850,14,21,2022-08-21,0.59,8,365,0,
47354635,Spacious Designer Apartment in Central Oslo,10819163,Haavard,,St. Hanshaugen,59.92712,10.74826,Entire home/apt,2000,30,5,2023-08-01,0.13,1,179,1,
47375107,Stylish city centre studio apartment,36150553,Henrik,,Sentrum,59.91023635864258,10.745594024658203,Entire home/apt,1700,3,156,2024-06-24,3.69,2,251,51,
47421299,Brand new apartment with great view at Skøyen!,155588331,Theodor,,Ullern,59.92393,10.67208,Entire home/apt,3784,3,18,2022-08-01,0.43,1,179,0,
47422593,Spacious 3-bedroom family friendly townhouse,32395423,Caileigh,,Alna,59.9162,10.86109,Entire home/apt,2400,1,0,,,1,41,0,
47422956,Perfect camper van Oslo Torp Airport,38014506,Vlado,,Sentrum,59.91004,10.75238,Entire home/apt,2400,4,2,2023-09-18,0.10,5,79,1,
47571281,Urban Apartments St Hanshaugen Studio A201,233933220,Urban,,St. Hanshaugen,59.9203,10.74163,Entire home/apt,613,3,68,2024-06-12,1.68,94,239,17,
47728713,"Central, clean, small apartment. Without kitchen",44929768,Dawn,,Frogner,59.912693,10.723516,Entire home/apt,729,1,37,2024-05-20,1.29,2,19,21,
47776210,Urban Apartments St Hanshaugen Studio 101,233933220,Urban,,St. Hanshaugen,59.92087,10.74145,Entire home/apt,563,3,97,2024-05-24,2.56,94,318,44,
47776526,Urban Apartments St Hanshaugen Studio 105,233933220,Urban,,St. Hanshaugen,59.91877,10.74336,Entire home/apt,563,3,130,2024-06-14,3.58,94,300,40,
47778160,Urban Apartments St Hanshaugen Studio A102,233933220,Urban,,St. Hanshaugen,59.9188,10.74326,Entire home/apt,563,3,102,2024-06-13,2.72,94,311,30,
47797760,Nydelig loftsleilighet sentralt på Torshov,385250150,Lena,,Sagene,59.93727,10.76893,Entire home/apt,,2,31,2023-07-03,0.87,2,0,1,
47865666,Koselig leilighet på Adamstuen,375373731,Kristine,,St. Hanshaugen,59.93247,10.73353,Entire home/apt,,5,22,2023-09-01,0.54,1,0,3,
47882892,Supersentral leilighet på Bislett 50 kvm,313824400,Even,,St. Hanshaugen,59.92192,10.73457,Entire home/apt,1184,2,30,2024-06-17,0.76,1,152,17,
47979291,Rom i leilighet. OBS katt! Gratis parkering.,3768637,Anette,,Vestre Aker,59.94845,10.65781,Private room,,1,48,2023-09-30,1.36,2,0,4,
47995126,Modern 2BR Penthouse apt. - 20 m2 sunny balcony,68984562,Alexander Bergsland,,Gamle Oslo,59.90361,10.7562,Entire home/apt,,5,7,2022-07-26,0.19,1,0,0,
48004209,Super central newly renovated 1BR apartment.,190427382,Alina,,Gamle Oslo,59.90853,10.76909,Entire home/apt,1313,1,206,2024-06-18,5.67,1,114,101,
48096993,"Close to nature, close to the city // + Nice view",127664675,Simon,,Bjerke,59.94757,10.81622,Entire home/apt,1399,5,2,2021-05-16,0.05,1,189,0,
48141541,Lys toppleilighet med 4 soverom sentralt i Oslo,85932583,Thyri,,St. Hanshaugen,59.93399,10.741,Entire home/apt,1900,2,43,2024-06-29,1.19,1,10,22,
48153345,Parisisk på Uranienborg,35000553,Julie,,Frogner,59.92216,10.72023,Entire home/apt,,4,16,2024-06-28,1.47,1,1,16,
48154995,Unik mulighet! Bo landlig på hestegård i Oslo.,150432594,Ingrid,,Marka,60.01237,10.78125,Entire home/apt,1900,5,1,2023-07-21,0.09,1,37,1,
48155033,Toppleilighet med gode solforhold,375237803,Sara,,Vestre Aker,59.9466948067907,10.65491572022438,Entire home/apt,,4,0,,,1,0,0,
48174360,TJUVHOLMEN-GREAT VIEW-BIG TERRACE,71081175,Halgeir,,Frogner,59.90896,10.72199,Entire home/apt,,1,10,2023-09-01,0.25,1,0,2,
48181972,Nydelig leilighet på 110 kvm i idyllisk hageby!,26006594,Tora Rommetveit,,St. Hanshaugen,59.93465,10.74081,Entire home/apt,3200,5,0,,,1,173,0,
48189639,"Wow, Apartment with great location.",56228283,Merete,,Ullern,59.92204,10.68115,Entire home/apt,1200,4,46,2024-06-01,1.31,1,243,14,
48213190,Tøyen sentrum,388995421,Robert,,Gamle Oslo,59.91123,10.77093,Private room,725,1,123,2024-06-28,3.42,4,363,16,
48216621,Majorstuen leilighet,300064123,Angéle,,Frogner,59.92954,10.72389,Entire home/apt,1308,3,6,2024-06-16,0.66,1,23,6,
48235758,Room in a cozy central apartment,1646364,Karen,,Grünerløkka,59.92490754539399,10.756063289224654,Private room,650,1,5,2024-02-29,0.40,1,241,4,
48344580,Hyggelig leilighet ved Alexander Kiellands plass,86841107,Maiken,,Sagene,59.93074,10.75382,Entire home/apt,,2,22,2023-10-15,0.77,1,0,4,
48348637,Stor og lys leilighet i Nydalen,196433519,Anne,,Sagene,59.94871,10.77422,Entire home/apt,1786,2,13,2023-07-31,0.37,1,264,2,
48390337,Modern apartment in the heart of Grunerløkka.,109774774,Anna,,Grünerløkka,59.92216,10.75693,Entire home/apt,1329,2,7,2024-05-20,0.29,1,23,1,
48400612,Modern Studio in Exclusive Frogner Park Villa,4922112,Eric Christian King,,Frogner,59.92508,10.70873,Entire home/apt,800,7,25,2024-06-11,0.67,2,190,9,
48597684,"Nice and quiet, small flat",392064869,Mette,,Østensjø,59.91069,10.84573,Entire home/apt,900,1,64,2024-06-03,2.55,1,26,25,
48606049,Klassisk Frogner leilighet i Oslo’s beste strøk!,94977454,Emilie,,Frogner,59.919,10.70346,Entire home/apt,2200,2,7,2023-06-08,0.27,1,61,0,
48619473,Sentral leilighet januar 2024,203340609,Dina,,Sagene,59.93799,10.75492,Entire home/apt,,10,0,,,1,0,0,
48649011,Stort hus med plass til 10,352363940,Annette,,Stovner,59.94489,10.91568,Entire home/apt,2500,2,23,2024-05-19,0.67,2,56,5,
48660105,"Awardwinning penthouse, Oslo city / Grünerløkka",56212444,Tomas,,Grünerløkka,59.91847,10.75364,Entire home/apt,2366,4,37,2024-04-08,1.15,1,108,7,
48674713,"3 BEDROOMS  & PRIVAT JACUZZI, 100 SQMT TERRACE",83536464,Christopher,,Grünerløkka,59.92922,10.79537,Entire home/apt,2800,6,0,,,2,167,0,
48680151,Lys og nyoppusset  leilighet med solrik balkong,40665546,Mette,,Grünerløkka,59.92568,10.77419,Entire home/apt,1180,3,22,2024-06-29,0.62,1,14,7,
48711295,Lekker hybelleilighet med parkering,194094833,Kristin,,Nordre Aker,59.96135,10.76591,Entire home/apt,870,3,51,2024-03-10,1.88,1,351,7,
48717016,To-roms i Oslo,48666001,Karianne,,Grünerløkka,59.93409,10.78144,Entire home/apt,1350,2,9,2023-07-03,0.48,1,154,1,
48751149,Sentral leilighet med vestvendt brannbalkong,83810652,Lars Henrik Kaasen,,Sagene,59.93271,10.7661,Entire home/apt,900,5,1,2021-09-11,0.03,1,35,0,
48772127,Solfylte Sørenga,294101912,Ragnhild,,Gamle Oslo,59.90169,10.75492,Private room,4000,30,0,,,1,90,0,
48776895,Apartment in Oslo with breathtaking view,180331142,Miran,,Østensjø,59.90106,10.84714,Entire home/apt,,7,14,2023-06-25,0.55,1,0,0,
48801998,Lys leilighet med balkong i hjertet av Grünerløkka,269309020,Patrick,,Grünerløkka,59.919052,10.758244,Entire home/apt,1700,2,25,2024-06-02,0.67,1,6,8,
48805362,"Urban, quiet, easy access | Oslo",117513023,Trym,,Grünerløkka,59.92955,10.77526,Entire home/apt,800,4,19,2023-11-27,1.24,1,16,10,
48805834,"Private room, 19th floor, amazing view, central!",26320386,Kristine,,Sagene,59.93012237548828,10.758516311645508,Private room,,1,3,2023-11-20,0.25,3,0,3,
48841484,Designer´s Nest. 2 bd. Perfection. Great location.,36353559,Nicolai,,Sagene,59.93951,10.77222,Entire home/apt,1900,4,4,2022-07-30,0.11,1,221,0,
48862117,Stylish & Comfy Old Town Penthouse ~ Paid Parking!,6256133,Henning,,Gamle Oslo,59.90679,10.77218,Entire home/apt,1650,3,22,2024-05-19,0.56,1,19,2,
48910005,"Røa, Oslo vest, Sørkedalsveien",14951896,Fredrik,,Vestre Aker,59.95883,10.6413,Entire home/apt,1990,2,0,,,1,179,0,
48929769,"Nydelig, stor og sentral leilighet fra 1880",129754194,Guro,,Gamle Oslo,59.91087,10.77276,Entire home/apt,1350,2,9,2024-04-21,0.93,1,117,9,
48930031,"Vinderen, Spacious attic apartment",372516452,Sidsel,,Vestre Aker,59.94286,10.70182,Entire home/apt,1500,3,64,2024-06-16,1.64,1,260,18,
48986003,"""Moderne Studio leilighet sentralt i Oslo""",8854523,Inger &Gonen,,St. Hanshaugen,59.92382,10.73677,Entire home/apt,1207,2,2,2021-07-24,0.05,1,2,0,
49050152,Koselig leilighet over 2 etasjer med hems.,64801022,Adele,,Gamle Oslo,59.90238,10.77333,Entire home/apt,2714,3,11,2024-02-12,0.31,2,6,3,
49151596,Hospitality House.,36247225,Nicolas,,Ullern,59.93460801870647,10.67533771616169,Entire home/apt,1457,7,0,,,2,263,0,
49151874,Leilighet med uteplass i barnevennlig område,16532036,Vilde Aronsen,,Marka,59.95212,10.81811,Entire home/apt,1700,4,3,2022-07-31,0.08,1,21,0,
49206878,Cosy home office with amazing sunset view,8235601,Lars,,Ullern,59.93648,10.64439,Entire home/apt,1800,3,0,,,1,179,0,
49219333,Deilig loftsleilighet med takterrasse,9753687,Tord,,Grünerløkka,59.92433,10.75486,Entire home/apt,3800,3,20,2024-04-06,0.58,1,126,2,
49220821,Supersentral 2-roms på Majorstua,91728622,Herman,,Frogner,59.92971,10.72032,Entire home/apt,1200,1,11,2024-06-27,11,1,52,11,
49223017,Nice room - private bathroom - cats in the house,51795696,Torunn,,Søndre Nordstrand,59.8275,10.81051,Private room,576,1,58,2024-06-27,1.51,1,34,14,
49228100,Koselige rom,397103861,Mirtes,,Vestre Aker,59.94647,10.65538,Private room,614,1,44,2024-06-07,2.01,2,363,19,
49251786,Entire quite/cozy/central flat,71799496,Ali,,Frogner,59.91143,10.7076,Entire home/apt,2100,1,1,2023-10-14,0.12,3,270,1,
49272215,"Central apartment in Sofienberg, Oslo",49003339,Pernille,,Grünerløkka,59.91964,10.77305,Entire home/apt,,7,18,2022-10-30,0.48,1,0,0,
49360247,"Elegant 2BR at Berg - 47m2 & garden, near metro!",866695,Dino,,Nordre Aker,59.94912,10.73995,Entire home/apt,853,9,5,2024-06-15,0.14,1,310,3,
49403434,Solrikt hus på øy midt i Oslo,396820185,Carine,,Nordstrand,59.87008,10.75704,Entire home/apt,3500,6,0,,,1,169,0,
49413587,"One bedroom apartment in Majorstuen, Oslo centre",158992453,Ingrid,,Frogner,59.9264136,10.7251128,Entire home/apt,1500,3,26,2024-04-12,1.09,2,191,11,
49418127,Cozy apartment in a quiet area,64599855,Mari Hasle,,Alna,59.94638,10.89882,Entire home/apt,,1,1,2021-05-13,0.03,1,0,0,
49501032,"Stor, sentral leilighet med parker på alle kanter",25069454,AnneLinn,,Sagene,59.93744,10.76945,Entire home/apt,1806,4,10,2023-08-14,0.28,1,35,4,
49501647,"3-roms i Vannkunsten, Oslos nye bydel ved sjøen",37926249,Leif Holst,,Gamle Oslo,59.90696,10.75777,Entire home/apt,2343,4,22,2023-07-26,0.60,1,12,4,
49527794,Cozy apartment near center,18092908,Dalibor,,Sagene,59.93219,10.75325,Entire home/apt,936,3,40,2024-06-16,1.20,1,20,12,
49528280,"Lekker loftsleilighet nær sentrum, St. Hanshaugen!",399508109,Amanda,,St. Hanshaugen,59.92097,10.73595,Entire home/apt,950,10,34,2024-06-27,0.93,1,108,15,
49539166,Lys og moderne leilighet på lekre Tjuvholmen,399623761,Erlend,,Frogner,59.90834,10.72123,Entire home/apt,1100,3,13,2023-07-22,0.36,1,41,1,
49543879,Leilighet på Kampen,62111257,Marianne,,Gamle Oslo,59.91352,10.78308,Entire home/apt,1280,2,6,2023-01-13,0.30,1,301,0,
49553082,2 bedr. apt - parking/central familyfriendly,13015683,Linda,,Grünerløkka,59.92535,10.80728,Entire home/apt,,4,0,,,5,0,0,
49568129,"Nice and large space nearby Oslo city,free parking",138773314,Julia,,Ullern,59.93714311484934,10.651993881596868,Entire home/apt,1800,2,4,2024-05-12,0.34,1,18,4,
49577795,"Supersentral leilighet, gangavstand til det meste.",342539086,Per Kristian,,St. Hanshaugen,59.92638,10.7495,Entire home/apt,1300,2,21,2024-06-16,0.58,1,67,7,
49609856,Welcoming Flat in Grünerløkka (50m2),48942435,Enrico,,Grünerløkka,59.92628,10.76781,Entire home/apt,964,2,114,2024-06-27,3.18,1,51,36,
49661161,Flott leilighet i Oslo nær Bjørvika og Oslo S.,111608125,Arnstein,,Gamle Oslo,59.9102668762207,10.764311790466309,Entire home/apt,1478,2,115,2024-06-14,4.01,1,4,52,
49666821,Apartment in Grunerløkka(downtown Oslo),250360855,Aslak,,Grünerløkka,59.92311,10.75929,Entire home/apt,3000,2,16,2024-05-27,0.44,1,355,4,
49725639,"Nyoppusset leilighet, sentralt på Torshov",54648391,Sigrid,,Sagene,59.93372,10.76671,Entire home/apt,714,18,3,2023-09-03,0.26,1,13,3,
49728555,Flott leilighet sentralt beliggende på Hasle/Løren,79556117,Eirik,,Grünerløkka,59.92851856663679,10.787597875511079,Entire home/apt,,7,0,,,1,100,0,
49748233,Spacious family apt - excellent location,68020070,Linda,,Frogner,59.92048,10.71028,Entire home/apt,3750,4,8,2024-06-19,0.21,1,62,2,
49750438,Stor toppleilighet med balkong og gode solforhold!,401132858,Herman,,Nordre Aker,59.95326,10.77435,Entire home/apt,1300,2,14,2023-08-26,0.39,1,9,2,
49755044,CamperNomad,216191848,Yasin,,Alna,59.92606,10.86234,Entire home/apt,,1,1,2022-04-17,0.04,2,364,0,
49787344,Comfy & central apartment in Oslo with artsy vibes,16352083,Sajad,,St. Hanshaugen,59.91585,10.75198,Entire home/apt,,2,13,2024-03-16,0.36,1,0,1,
49794279,Spacious design apartment 2 stops from Oslo S,9558505,Ida,,Gamle Oslo,59.91339,10.77524,Entire home/apt,1500,2,10,2024-03-11,0.28,1,68,2,
49812372,Bo i hjertet av Oslo med utsikt mot Akerselva,365206025,Oline,,Grünerløkka,59.91612,10.75881,Entire home/apt,,1,28,2024-05-05,0.78,1,0,6,
49813037,Family friendly house in the city!,20067690,Wenche,,Grünerløkka,59.92636,10.78808,Entire home/apt,3300,4,4,2023-08-03,0.11,1,131,1,
49900773,Cozy apartment in the heart of Oslo,7849033,Henriette Hope,,Grünerløkka,59.923676,10.760602,Entire home/apt,2500,3,23,2024-06-23,0.62,1,131,7,
49903739,Unique large town villa | Private parking & garden,33749821,Linda,,St. Hanshaugen,59.92767,10.73948,Entire home/apt,,7,5,2022-12-29,0.14,1,0,0,
49904085,Loftsleilighet | lys og luftig,226791621,Victor,,Frogner,59.9229631,10.7317762,Entire home/apt,4200,3,16,2024-06-22,1.27,2,221,15,
49937531,Central apartment located at St. Hanshaugen,340902281,Nora Klubben,,St. Hanshaugen,59.92051,10.74074,Entire home/apt,,2,10,2023-09-03,0.33,1,0,2,
49946977,Lyst og nyoppusset på Vålerenga,255418072,Marius,,Gamle Oslo,59.90872594236559,10.787574955219918,Entire home/apt,1964,2,7,2024-06-20,0.48,1,227,4,
49963327,"Koselig leil./m nydelig utsikt, nær marka og byen.",402906805,Barbro,,Nordre Aker,59.95348,10.79475,Entire home/apt,1250,1,11,2024-06-20,0.50,1,360,5,
49965684,Classical 3 bedroom / Royal Palace / Shopping,17304754,Tarjei,,Frogner,59.921193019386344,10.730164666270449,Entire home/apt,2720,1,0,,,1,256,0,
49975441,Unique two-story penthouse in Grünerløkka,54284209,Alexander,,Grünerløkka,59.92926,10.76635,Entire home/apt,,2,3,2023-08-05,0.26,1,0,3,
49977045,"Lys, åpen, nyoppusset og modern leilighet",15133599,Joakim,,Grünerløkka,59.91926,10.76528,Entire home/apt,3000,2,34,2023-08-11,0.92,2,57,7,
49991842,Leilighet rett ved Bogstadveien leies ut,54438652,Thea Lidi,,Frogner,59.92461,10.72366,Entire home/apt,,1,7,2024-06-19,0.19,2,0,2,
49992039,Top floor apartment (terrace and fireplace),903695,Cici,,St. Hanshaugen,59.92897,10.7486,Entire home/apt,1400,3,5,2021-12-12,0.14,1,43,0,
49992692,Privat rom til leie på Majorstuen,54438652,Thea Lidi,,Frogner,59.92661,10.72505,Private room,600,1,4,2024-03-06,0.18,2,179,3,
50018915,Perfekt familieleilighet 15 min fra Oslo Sentrum,137140320,Jan Henrik,,Bjerke,59.9395,10.82723,Entire home/apt,,3,12,2023-07-30,0.33,1,0,5,
50029310,Koselig leilighet midt på Grunerløkka,10279979,Lotte,,Sagene,59.92941,10.75921,Entire home/apt,1590,20,1,2022-09-27,0.05,1,365,0,
50029459,Modern apartment with central location,11291546,Sara,,Grünerløkka,59.92612838745117,10.775739669799805,Entire home/apt,764,1,26,2024-05-18,0.95,1,15,9,
50048649,Leilighet i toppetasje med balkong,20159259,Ivar,,St. Hanshaugen,59.92604,10.74627,Entire home/apt,2443,5,6,2023-10-30,0.16,2,21,1,
50049108,"Newly renovated, high standard in Frogner/Briskeby",28650232,Marianne,,Frogner,59.91952,10.71598,Entire home/apt,2000,3,44,2023-08-25,1.27,2,261,4,
50061833,Apartment in central Oslo,399323935,Martine,,Frogner,59.925,10.72081,Entire home/apt,800,2,19,2022-11-06,0.51,1,113,0,
50068580,Enebolig på Røa i rolige omgivelser,403868870,Carl Gustaf,,Vestre Aker,59.94557,10.63962,Entire home/apt,2000,4,12,2023-08-12,0.33,1,33,4,
50075606,Uniq top floor - Super central -  2 bedr - 78 m2,23960496,Robin,,Frogner,59.9138658,10.724924,Entire home/apt,1140,2,151,2024-06-09,6.44,7,143,84,
50080800,Sentralt med balkong Oslo sentrum vest,19436134,Tom,,Frogner,59.92021,10.73056,Entire home/apt,1400,7,0,,,1,358,0,
50084854,Modern apartment close to city center - built 2020,114552874,Mads,,Gamle Oslo,59.91719,10.79548,Entire home/apt,,3,9,2023-07-02,0.25,1,0,1,
50087299,The Rose Residence - 300 sqm city center luxury,273912083,Silje,,St. Hanshaugen,59.92202,10.74268,Entire home/apt,3000,1,7,2021-09-19,0.19,3,42,0,
50088049,Campervan for the adventurous,263397967,Robert,,Gamle Oslo,59.90739,10.78477,Entire home/apt,950,2,14,2022-09-12,0.39,1,39,0,
50095249,City centre top-floor triplex bright&spacious,18532358,Hallvard,,Sentrum,59.91127,10.74472,Entire home/apt,1500,5,41,2024-06-21,1.12,1,24,13,
50112146,Den perfekte ferieleiligheten,385250150,Lena,,Sagene,59.93536,10.76909,Entire home/apt,,2,1,2021-07-05,0.03,2,0,0,
50116301,Spacious Apartment with a great location,27464420,Carl-Johan,,St. Hanshaugen,59.92813,10.75016,Entire home/apt,,3,23,2024-06-17,0.63,1,0,11,
50122532,Hyggelig leilighet supersentralt på Bislett,213156849,Odin Dager,,St. Hanshaugen,59.92575,10.73409,Entire home/apt,857,2,1,2023-12-31,0.16,1,8,1,
50123270,Apartment in Central Oslo,56167580,Marie,,St. Hanshaugen,59.92226,10.74044,Entire home/apt,1207,2,4,2024-06-16,1.07,1,19,4,
50134800,Leilighet Ullevål Hageby,44184107,Helge Skogseth,,St. Hanshaugen,59.94209026483237,10.73724590549634,Entire home/apt,1900,3,0,,,1,7,0,
50154158,Familiebolig på Ekeberg,44063514,Kine,,Nordstrand,59.8975950384649,10.789755881899831,Entire home/apt,6000,3,0,,,1,22,0,
50189324,Room in unique design loft,3421854,Goro,,Alna,59.91725,10.81548,Private room,599,7,8,2023-06-30,0.22,3,56,1,
50203784,Spacious family apartment with free parking,3556091,Marianne,,Bjerke,59.93505,10.82741,Entire home/apt,,2,7,2023-08-05,0.19,1,0,1,
50203827,Cosy and central aparment by the royal  palace,107686266,Kristine,,Frogner,59.9213,10.73474,Entire home/apt,1500,3,23,2024-05-16,0.90,1,177,12,
50204184,"Perle i marka, 15 min fra Løkka",15860259,Linn,,Marka,59.98227,10.81764,Entire home/apt,3359,5,4,2023-08-13,0.32,1,131,3,
50206781,Sentral leilighet Majorstua  145 m2 med 5 sov,9676443,Tale Sølvberg,,Frogner,59.931847,10.722284,Entire home/apt,3000,5,21,2022-08-15,0.57,1,30,0,
50224432,Stor leilighet i Oslo med gratis garasjeparkering.,273353144,Wenche,,Søndre Nordstrand,59.83231,10.7959,Entire home/apt,1200,6,8,2023-08-10,0.22,1,301,3,
50225304,"Sjarmerende bolig sentralt på Bygdøy, nær sjø",114340923,Elisabeth Andenæs,,Frogner,59.90239,10.69446,Entire home/apt,,5,6,2023-07-28,0.16,1,6,3,
50229495,5 min til IKEA Furuset på sentralt  Gamle Furuset,402057131,Hassan,,Alna,59.94018,10.88692,Entire home/apt,549,7,5,2021-07-21,0.14,2,179,0,
50234494,Modern Oslo flat (90 sqm) w/balcony near metro,16840393,Andreas,,Gamle Oslo,59.91334,10.78637,Entire home/apt,1500,3,4,2023-07-31,0.11,1,38,2,
50241723,Charming apartment in the old town. 80 sq m!,39785243,Helen,,Gamle Oslo,59.90831,10.78161,Entire home/apt,1650,7,8,2022-06-26,0.22,1,134,0,
50254028,"2-roms leilighet Pen,sentralt på Gamle Furuset.",402057131,Hassan,,Alna,59.93949,10.88845,Entire home/apt,549,7,2,2022-04-03,0.06,2,121,0,
50265222,Large Villa in Oslo west with a beautiful pool.,405832532,Pia,,Vestre Aker,59.95802,10.69164,Entire home/apt,8000,2,7,2022-09-05,0.27,1,357,0,
50272737,"Central, modern 1-bedroom apartment with seaview",405855939,Victoria,,Frogner,59.91678,10.6971,Entire home/apt,1387,3,6,2023-08-13,0.22,1,177,1,
